continentName,ghgYear,co2concentration
Africa                                            ,2014Q2,         6269.11
Africa                                            ,2014Q3,         6331.66
Africa                                            ,2014Q4,          6393.5
Africa                                            ,2015Q1,         6298.85
Africa                                            ,2015Q2,         6182.87
Africa                                            ,2015Q3,         6348.35
Africa                                            ,2015Q4,         6497.84
Africa                                            ,2016Q1,         6376.49
Africa                                            ,2016Q2,         6399.13
Africa                                            ,2016Q3,         6423.76
Africa                                            ,2016Q4,         6470.23
Africa                                            ,2017Q1,         6448.95
Africa                                            ,2017Q2,         6481.98
Africa                                            ,2017Q3,         6624.07
Africa                                            ,2017Q4,         6785.66
Africa                                            ,2018Q1,         6658.76
Africa                                            ,2018Q2,         6624.48
Africa                                            ,2018Q3,         6730.07
Africa                                            ,2018Q4,         6928.64
Africa                                            ,2019Q1,         6722.59
Africa                                            ,2019Q2,         6763.32
Africa                                            ,2019Q3,         6858.66
Africa                                            ,2019Q4,         6963.22
Africa                                            ,2020Q1,         6807.03
Africa                                            ,2020Q2,         6092.33
Africa                                            ,2020Q3,         6646.97
Africa                                            ,2020Q4,         6685.31
Africa                                            ,2021Q1,         6692.65
Africa                                            ,2021Q2,         6793.09
Africa                                            ,2021Q3,         6826.08
Africa                                            ,2021Q4,         6998.61
Africa                                            ,2022Q1,         7008.23
Africa                                            ,2022Q2,         6924.16
Africa                                            ,2022Q3,          6831.2
Africa                                            ,2022Q4,         6866.53
Africa                                            ,2023Q1,         6860.05
Africa                                            ,2023Q2,         6958.22
Americas                                          ,2010Q1,        22294.76
Americas                                          ,2010Q2,        22045.06
Americas                                          ,2010Q3,        22437.52
Americas                                          ,2010Q4,        22396.16
Americas                                          ,2011Q1,        22453.81
Americas                                          ,2011Q2,        21959.68
Americas                                          ,2011Q3,        22376.52
Americas                                          ,2011Q4,        21802.15
Americas                                          ,2012Q1,        21770.07
Americas                                          ,2012Q2,        21581.07
Americas                                          ,2012Q3,        22282.95
Americas                                          ,2012Q4,        21937.16
Americas                                          ,2013Q1,        22491.66
Americas                                          ,2013Q2,        22099.29
Americas                                          ,2013Q3,        22528.31
Americas                                          ,2013Q4,        22347.63
Americas                                          ,2014Q1,        23126.27
Americas                                          ,2014Q2,        22140.14
Americas                                          ,2014Q3,        22403.73
Americas                                          ,2014Q4,        22441.56
Americas                                          ,2015Q1,        22882.48
Americas                                          ,2015Q2,        21884.54
Americas                                          ,2015Q3,        22263.55
Americas                                          ,2015Q4,        21749.46
Americas                                          ,2016Q1,        21848.16
Americas                                          ,2016Q2,        21580.68
Americas                                          ,2016Q3,        22190.46
Americas                                          ,2016Q4,        21577.55
Americas                                          ,2017Q1,        21819.46
Americas                                          ,2017Q2,        21583.82
Americas                                          ,2017Q3,        22008.42
Americas                                          ,2017Q4,        21606.75
Americas                                          ,2018Q1,        22175.42
Americas                                          ,2018Q2,        21726.29
Americas                                          ,2018Q3,        22032.57
Americas                                          ,2018Q4,        22186.48
Americas                                          ,2019Q1,        22431.19
Americas                                          ,2019Q2,        21327.68
Americas                                          ,2019Q3,        22127.82
Americas                                          ,2019Q4,        21263.55
Americas                                          ,2020Q1,        21140.88
Americas                                          ,2020Q2,        18636.49
Americas                                          ,2020Q3,        20179.56
Americas                                          ,2020Q4,        20121.14
Americas                                          ,2021Q1,        21093.22
Americas                                          ,2021Q2,        20822.94
Americas                                          ,2021Q3,        21208.62
Americas                                          ,2021Q4,        20860.49
Americas                                          ,2022Q1,        21773.28
Americas                                          ,2022Q2,        21225.98
Americas                                          ,2022Q3,        21294.94
Americas                                          ,2022Q4,        21058.42
Americas                                          ,2023Q1,        21737.77
Americas                                          ,2023Q2,        21253.67
Asia                                              ,2010Q1,         47172.4
Asia                                              ,2010Q2,         46286.6
Asia                                              ,2010Q3,        46777.46
Asia                                              ,2010Q4,        49236.73
Asia                                              ,2011Q1,        51779.95
Asia                                              ,2011Q2,        48908.57
Asia                                              ,2011Q3,        49349.88
Asia                                              ,2011Q4,        51359.62
Asia                                              ,2012Q1,        54245.61
Asia                                              ,2012Q2,        49834.44
Asia                                              ,2012Q3,        50062.84
Asia                                              ,2012Q4,        53233.22
Asia                                              ,2013Q1,        54789.46
Asia                                              ,2013Q2,        52020.23
Asia                                              ,2013Q3,         51928.5
Asia                                              ,2013Q4,        54348.66
Asia                                              ,2014Q1,        55764.81
Asia                                              ,2014Q2,        52409.05
Asia                                              ,2014Q3,        53278.09
Asia                                              ,2014Q4,         56184.6
Asia                                              ,2015Q1,         55493.5
Asia                                              ,2015Q2,         52705.3
Asia                                              ,2015Q3,        53283.76
Asia                                              ,2015Q4,        55892.96
Asia                                              ,2016Q1,        54806.84
Asia                                              ,2016Q2,        51904.53
Asia                                              ,2016Q3,        52010.98
Asia                                              ,2016Q4,        55298.09
Asia                                              ,2017Q1,        56237.38
Asia                                              ,2017Q2,        53530.13
Asia                                              ,2017Q3,        53610.08
Asia                                              ,2017Q4,        56208.94
Asia                                              ,2018Q1,        58497.85
Asia                                              ,2018Q2,         55439.3
Asia                                              ,2018Q3,        56028.23
Asia                                              ,2018Q4,        57083.22
Asia                                              ,2019Q1,        58465.74
Asia                                              ,2019Q2,        56290.89
Asia                                              ,2019Q3,        56210.66
Asia                                              ,2019Q4,        59058.62
Asia                                              ,2020Q1,        57673.28
Asia                                              ,2020Q2,        53038.48
Asia                                              ,2020Q3,        56853.27
Asia                                              ,2020Q4,        60229.61
Asia                                              ,2021Q1,         61502.2
Asia                                              ,2021Q2,        58095.03
Asia                                              ,2021Q3,        57755.89
Asia                                              ,2021Q4,        61129.79
Asia                                              ,2022Q1,        63516.53
Asia                                              ,2022Q2,        59144.78
Asia                                              ,2022Q3,        59201.96
Asia                                              ,2022Q4,        60923.78
Asia                                              ,2023Q1,        62852.09
Asia                                              ,2023Q2,        59063.92
Australia and New Zealand                         ,2010Q1,         1309.31
Australia and New Zealand                         ,2010Q2,         1283.43
Australia and New Zealand                         ,2010Q3,         1302.12
Australia and New Zealand                         ,2010Q4,          1285.8
Australia and New Zealand                         ,2011Q1,         1278.26
Australia and New Zealand                         ,2011Q2,         1297.18
Australia and New Zealand                         ,2011Q3,          1300.3
Australia and New Zealand                         ,2011Q4,         1320.72
Australia and New Zealand                         ,2012Q1,          1307.8
Australia and New Zealand                         ,2012Q2,         1308.71
Australia and New Zealand                         ,2012Q3,         1299.92
Australia and New Zealand                         ,2012Q4,         1317.97
Australia and New Zealand                         ,2013Q1,         1312.01
Australia and New Zealand                         ,2013Q2,         1292.29
Australia and New Zealand                         ,2013Q3,          1258.5
Australia and New Zealand                         ,2013Q4,         1286.72
Australia and New Zealand                         ,2014Q1,         1278.31
Australia and New Zealand                         ,2014Q2,          1256.7
Australia and New Zealand                         ,2014Q3,         1269.75
Australia and New Zealand                         ,2014Q4,         1306.17
Australia and New Zealand                         ,2015Q1,          1278.5
Australia and New Zealand                         ,2015Q2,         1284.95
Australia and New Zealand                         ,2015Q3,         1303.96
Australia and New Zealand                         ,2015Q4,         1317.49
Australia and New Zealand                         ,2016Q1,         1316.84
Australia and New Zealand                         ,2016Q2,         1311.17
Australia and New Zealand                         ,2016Q3,         1304.52
Australia and New Zealand                         ,2016Q4,         1310.77
Australia and New Zealand                         ,2017Q1,         1312.82
Australia and New Zealand                         ,2017Q2,         1321.03
Emerging and Developing Economies                 ,2015Q4,        72028.67
Emerging and Developing Economies                 ,2016Q1,        71531.67
Emerging and Developing Economies                 ,2016Q2,        68351.62
Emerging and Developing Economies                 ,2016Q3,        68215.93
Emerging and Developing Economies                 ,2016Q4,        72541.49
Emerging and Developing Economies                 ,2017Q1,        73538.76
Emerging and Developing Economies                 ,2017Q2,        70374.62
Emerging and Developing Economies                 ,2017Q3,        70289.36
Emerging and Developing Economies                 ,2017Q4,        73285.89
Emerging and Developing Economies                 ,2018Q1,         76140.2
Emerging and Developing Economies                 ,2018Q2,        72305.61
Emerging and Developing Economies                 ,2018Q3,        72723.09
Emerging and Developing Economies                 ,2018Q4,        74901.04
Emerging and Developing Economies                 ,2019Q1,        76182.88
Emerging and Developing Economies                 ,2019Q2,        73197.49
Emerging and Developing Economies                 ,2019Q3,        73597.84
Emerging and Developing Economies                 ,2019Q4,        76458.56
Emerging and Developing Economies                 ,2020Q1,        75005.19
Emerging and Developing Economies                 ,2020Q2,        68644.32
Emerging and Developing Economies                 ,2020Q3,        73129.53
Emerging and Developing Economies                 ,2020Q4,        77286.55
Emerging and Developing Economies                 ,2021Q1,        79210.02
Emerging and Developing Economies                 ,2021Q2,        75096.22
Emerging and Developing Economies                 ,2021Q3,        74683.12
Emerging and Developing Economies                 ,2021Q4,        79083.78
Emerging and Developing Economies                 ,2022Q1,        81564.94
Emerging and Developing Economies                 ,2022Q2,        76396.46
Emerging and Developing Economies                 ,2022Q3,        76038.08
Emerging and Developing Economies                 ,2022Q4,        78534.43
Emerging and Developing Economies                 ,2023Q1,         81228.6
Emerging and Developing Economies                 ,2023Q2,        76940.18
Europe                                            ,2010Q1,        16857.82
Europe                                            ,2010Q2,        14866.26
Europe                                            ,2010Q3,        14520.93
Europe                                            ,2010Q4,         16731.6
Europe                                            ,2011Q1,        17038.36
Europe                                            ,2011Q2,        14818.29
Europe                                            ,2011Q3,        14409.78
Europe                                            ,2011Q4,        16234.46
Europe                                            ,2012Q1,        17043.49
Europe                                            ,2012Q2,        14618.98
Europe                                            ,2012Q3,        14253.95
Europe                                            ,2012Q4,         16150.6
Europe                                            ,2013Q1,        16455.75
Europe                                            ,2013Q2,        14466.89
Europe                                            ,2013Q3,        14152.64
Europe                                            ,2013Q4,        15559.02
Europe                                            ,2014Q1,        15622.45
Europe                                            ,2014Q2,        13958.24
Europe                                            ,2014Q3,        13650.91
Europe                                            ,2014Q4,        15421.91
Europe                                            ,2015Q1,        15481.03
Europe                                            ,2015Q2,        13835.11
Europe                                            ,2015Q3,         13795.1
